   n, heap_cmp, heap_swaps, heap_time, bubble_cmp, bubble_swaps, bubble_time
 718,    11425,          0,      5253,           ,             ,            
 719,    11470,          0,      4901,           ,             ,            
 720,    11491,          0,      4927,           ,             ,            
 721,    11489,          0,      4918,           ,             ,            
 722,    11511,          0,      4931,           ,             ,            
 723,    11538,          0,      4922,           ,             ,            
 724,    11563,          0,      4844,           ,             ,            
 725,    11583,          0,      4822,           ,             ,            
 726,    11594,          0,      5012,           ,             ,            
 727,    11625,          0,      4795,           ,             ,            
 728,    11628,          0,      5017,           ,             ,            
 729,    11642,          0,      5095,           ,             ,            
 730,    11655,          0,      4858,           ,             ,            
 731,    11697,          0,      4795,           ,             ,            
 732,    11726,          0,      4845,           ,             ,            
 733,    11732,          0,      4884,           ,             ,            
 734,    11758,          0,      4882,           ,             ,            
 735,    11776,          0,      4825,           ,             ,            
 736,    11808,          0,      4836,           ,             ,            
 737,    11834,          0,      4842,           ,             ,            
 738,    11821,          0,      4851,           ,             ,            
 739,    11848,          0,      4846,           ,             ,            
 740,    11880,          0,      5022,           ,             ,            
 741,    11876,          0,      4864,           ,             ,            
 742,    11896,          0,      4909,           ,             ,            
 743,    11927,          0,      4886,           ,             ,            
 744,    11963,          0,      5450,           ,             ,            
 745,    11993,          0,      5124,           ,             ,            
 746,    11992,          0,      4964,           ,             ,            
 747,    11990,          0,      4916,           ,             ,            
 748,    12039,          0,      4932,           ,             ,            
 749,    12026,          0,      4926,           ,             ,            
 750,    12063,          0,      5321,           ,             ,            
 751,    12070,          0,      4948,           ,             ,            
 752,    12117,          0,      5001,           ,             ,            
 753,    12139,          0,      5263,           ,             ,            
 754,    12156,          0,      5391,           ,             ,            
 755,    12160,          0,      4990,           ,             ,            
 756,    12182,          0,      5002,           ,             ,            
 757,    12201,          0,      6150,           ,             ,            
 758,    12229,          0,      5613,           ,             ,            
 759,    12224,          0,      5294,           ,             ,            
 760,    12251,          0,      5280,           ,             ,            
 761,    12282,          0,      5501,           ,             ,            
 762,    12308,          0,      5199,           ,             ,            
 763,    12304,          0,      5212,           ,             ,            
 764,    12338,          0,      5230,           ,             ,            
 765,    12348,          0,      5313,           ,             ,            
 766,    12366,          0,      5254,           ,             ,            
 767,    12372,          0,      5272,           ,             ,            
 768,    12398,          0,      5347,           ,             ,            
 769,    12424,          0,      5300,           ,             ,            
 770,    12426,          0,      5343,           ,             ,            
 771,    12472,          0,      5316,           ,             ,            
 772,    12459,          0,      5251,           ,             ,            
 773,    12501,          0,      5285,           ,             ,            
 774,    12528,          0,      5284,           ,             ,            
 775,    12529,          0,      5283,           ,             ,            
 776,    12551,          0,      5288,           ,             ,            
 777,    12560,          0,      5293,           ,             ,            
 778,    12581,          0,      5300,           ,             ,            
 779,    12604,          0,      5311,           ,             ,            
 780,    12601,          0,      5316,           ,             ,            
 781,    12638,          0,      5721,           ,             ,            
 782,    12655,          0,      5349,           ,             ,            
 783,    12663,          0,      5331,           ,             ,            
 784,    12678,          0,      5371,           ,             ,            
 785,    12710,          0,      5365,           ,             ,            
 786,    12739,          0,      5364,           ,             ,            
 787,    12783,          0,      5378,           ,             ,            
 788,    12771,          0,      5382,           ,             ,            
 789,    12799,          0,      5397,           ,             ,            
 790,    12824,          0,      5399,           ,             ,            
 791,    12841,          0,      5423,           ,             ,            
 792,    12868,          0,      5420,           ,             ,            
 793,    12872,          0,      5419,           ,             ,            
 794,    12898,          0,      5455,           ,             ,            
 795,    12934,          0,      5442,           ,             ,            
 796,    12941,          0,      5488,           ,             ,            
 797,    12946,          0,      5316,           ,             ,            
 798,    12972,          0,      5419,           ,             ,            
 799,    12989,          0,      5521,           ,             ,            
 800,    13003,          0,      5343,           ,             ,            
 801,    12995,          0,      5362,           ,             ,            
 802,    13067,          0,      5371,           ,             ,            
 803,    13061,          0,      5405,           ,             ,            
 804,    13083,          0,      5373,           ,             ,            
 805,    13124,          0,      5435,           ,             ,            
 806,    13094,          0,      5380,           ,             ,            
 807,    13137,          0,      5432,           ,             ,            
 808,    13158,          0,      5410,           ,             ,            
 809,    13196,          0,      5430,           ,             ,            
 810,    13200,          0,      5496,           ,             ,            
 811,    13226,          0,      5475,           ,             ,            
 812,    13254,          0,      5604,           ,             ,            
 813,    13234,          0,      5442,           ,             ,            
 814,    13275,          0,      5496,           ,             ,            
 815,    13312,          0,      5469,           ,             ,            
 816,    13329,          0,      5537,           ,             ,            
 817,    13361,          0,      5608,           ,             ,            
 818,    13369,          0,      5495,           ,             ,            
 819,    13402,          0,      5525,           ,             ,            
 820,    13419,          0,      5513,           ,             ,            
 821,    13445,          0,      5527,           ,             ,            
 822,    13432,          0,      5766,           ,             ,            
 823,    13460,          0,      5693,           ,             ,            
 824,    13464,          0,      5540,           ,             ,            
 825,    13485,          0,      5699,           ,             ,            
 826,    13510,          0,      5638,           ,             ,            
 827,    13537,          0,      5559,           ,             ,            
 828,    13565,          0,      5570,           ,             ,            
 829,    13594,          0,      5755,           ,             ,            
 830,    13604,          0,      5687,           ,             ,            
 831,    13622,          0,      5699,           ,             ,            
 832,    13644,          0,      5610,           ,             ,            
 833,    13638,          0,      5655,           ,             ,            
 834,    13683,          0,      5876,           ,             ,            
 835,    13691,          0,      5610,           ,             ,            
 836,    13708,          0,      5650,           ,             ,            
 837,    13725,          0,      5631,           ,             ,            
 838,    13719,          0,      5638,           ,             ,            
 839,    13760,          0,      5698,           ,             ,            
 840,    13821,          0,      5685,           ,             ,            
 841,    13822,          0,      5745,           ,             ,            
 842,    13812,          0,      5692,           ,             ,            
 843,    13850,          0,      5702,           ,             ,            
 844,    13872,          0,      5711,           ,             ,            
 845,    13867,          0,      5727,           ,             ,            
 846,    13896,          0,      5939,           ,             ,            
 847,    13925,          0,      6066,           ,             ,            
 848,    13913,          0,      5899,           ,             ,            
 849,    13949,          0,      5762,           ,             ,            
 850,    13975,          0,      5873,           ,             ,            
 851,    14004,          0,      5750,           ,             ,            
 852,    14026,          0,      5789,           ,             ,            
 853,    14048,          0,      5772,           ,             ,            
 854,    14056,          0,      5778,           ,             ,            
 855,    14071,          0,      5769,           ,             ,            
 856,    14076,          0,      5904,           ,             ,            
 857,    14104,          0,      5797,           ,             ,            
 858,    14126,          0,      5836,           ,             ,            
 859,    14148,          0,      5805,           ,             ,            
 860,    14140,          0,      5816,           ,             ,            
 861,    14186,          0,      5858,           ,             ,            
 862,    14204,          0,      6063,           ,             ,            
 863,    14209,          0,      6080,           ,             ,            
 864,    14229,          0,      6884,           ,             ,            
 865,    14240,          0,      6090,           ,             ,            
 866,    14289,          0,      6223,           ,             ,            
 867,    14308,          0,      5872,           ,             ,            
 868,    14321,          0,      5907,           ,             ,            
 869,    14318,          0,      5887,           ,             ,            
 870,    14341,          0,      6159,           ,             ,            
 871,    14382,          0,      5986,           ,             ,            
 872,    14378,          0,      6198,           ,             ,            
 873,    14399,          0,      5920,           ,             ,            
 874,    14437,          0,      6109,           ,             ,            
 875,    14447,          0,      5939,           ,             ,            
 876,    14478,          0,      6068,           ,             ,            
 877,    14465,          0,      6010,           ,             ,            
 878,    14488,          0,      6173,           ,             ,            
 879,    14514,          0,      5994,           ,             ,            
 880,    14510,          0,      5961,           ,             ,            
 881,    14568,          0,      6160,           ,             ,            
 882,    14581,          0,      6145,           ,             ,            
 883,    14603,          0,      6002,           ,             ,            
 884,    14593,          0,      6076,           ,             ,            
 885,    14618,          0,      6002,           ,             ,            
 886,    14658,          0,      6018,           ,             ,            
 887,    14692,          0,      6146,           ,             ,            
 888,    14707,          0,      6084,           ,             ,            
 889,    14715,          0,      6035,           ,             ,            
 890,    14747,          0,      6054,           ,             ,            
 891,    14738,          0,      6096,           ,             ,            
 892,    14761,          0,      6097,           ,             ,            
 893,    14793,          0,      6217,           ,             ,            
 894,    14801,          0,      6309,           ,             ,            
 895,    14805,          0,      6186,           ,             ,            
 896,    14809,          0,      6067,           ,             ,            
 897,    14870,          0,      6156,           ,             ,            
 898,    14881,          0,      6145,           ,             ,            
 899,    14893,          0,      6122,           ,             ,            
 900,    14914,          0,      6116,           ,             ,            
 901,    14936,          0,      6160,           ,             ,            
 902,    14951,          0,      6135,           ,             ,            
 903,    14966,          0,      6430,           ,             ,            
 904,    14973,          0,      6145,           ,             ,            
 905,    15027,          0,      6165,           ,             ,            
 906,    15050,          0,      6297,           ,             ,            
 907,    15065,          0,      6444,           ,             ,            
 908,    15038,          0,      6439,           ,             ,            
 909,    15100,          0,      6443,           ,             ,            
 910,    15135,          0,      6493,           ,             ,            
 911,    15140,          0,      6462,           ,             ,            
 912,    15152,          0,      6235,           ,             ,            
 913,    15182,          0,      6331,           ,             ,            
 914,    15201,          0,      6255,           ,             ,            
 915,    15243,          0,      6286,           ,             ,            
 916,    15252,          0,      6350,           ,             ,            
 917,    15274,          0,      6326,           ,             ,            
 918,    15303,          0,      6621,           ,             ,            
 919,    15304,          0,      6607,           ,             ,            
 920,    15329,          0,      6654,           ,             ,            
 921,    15332,          0,      6321,           ,             ,            
 922,    15362,          0,      9153,           ,             ,            
 923,    15380,          0,      6871,           ,             ,            
 924,    15383,          0,      6622,           ,             ,            
 925,    15408,          0,      6830,           ,             ,            
 926,    15429,          0,      6537,           ,             ,            
 927,    15444,          0,      6607,           ,             ,            
 928,    15476,          0,      6569,           ,             ,            
 929,    15492,          0,      6604,           ,             ,            
 930,    15535,          0,      6659,           ,             ,            
 931,    15532,          0,      6577,           ,             ,            
 932,    15548,          0,      6572,           ,             ,            
 933,    15564,          0,      6601,           ,             ,            
 934,    15594,          0,      6617,           ,             ,            
 935,    15632,          0,      6650,           ,             ,            
 936,    15641,          0,      6629,           ,             ,            
 937,    15652,          0,      6615,           ,             ,            
 938,    15693,          0,      6634,           ,             ,            
 939,    15695,          0,      6633,           ,             ,            
 940,    15729,          0,      6648,           ,             ,            
 941,    15748,          0,      6699,           ,             ,            
 942,    15731,          0,      6657,           ,             ,            
 943,    15767,          0,      6684,           ,             ,            
 944,    15770,          0,      6656,           ,             ,            
 945,    15816,          0,      6681,           ,             ,            
 946,    15818,          0,      6683,           ,             ,            
 947,    15862,          0,      6724,           ,             ,            
 948,    15877,          0,      6731,           ,             ,            
 949,    15862,          0,      6695,           ,             ,            
 950,    15919,          0,      6737,           ,             ,            
 951,    15943,          0,      6725,           ,             ,            
 952,    15969,          0,      6746,           ,             ,            
 953,    15958,          0,      6753,           ,             ,            
 954,    15970,          0,      6572,           ,             ,            
 955,    15990,          0,      6766,           ,             ,            
 956,    16037,          0,      6947,           ,             ,            
 957,    16028,          0,      6619,           ,             ,            
 958,    16068,          0,      6617,           ,             ,            
 959,    16081,          0,      6627,           ,             ,            
 960,    16110,          0,      6677,           ,             ,            
 961,    16106,          0,      6744,           ,             ,            
 962,    16140,          0,      6754,           ,             ,            
 963,    16167,          0,      6656,           ,             ,            
 964,    16201,          0,      6791,           ,             ,            
 965,    16190,          0,      6751,           ,             ,            
 966,    16224,          0,      6875,           ,             ,            
 967,    16273,          0,      6738,           ,             ,            
 968,    16278,          0,      6696,           ,             ,            
 969,    16273,          0,      6731,           ,             ,            
 970,    16293,          0,      6788,           ,             ,            
 971,    16334,          0,      6731,           ,             ,            
 972,    16348,          0,      6725,           ,             ,            
 973,    16355,          0,      6833,           ,             ,            
 974,    16385,          0,      6781,           ,             ,            
 975,    16396,          0,      6743,           ,             ,            
 976,    16422,          0,      6755,           ,             ,            
 977,    16465,          0,      6766,           ,             ,            
 978,    16455,          0,      6843,           ,             ,            
 979,    16484,          0,      6904,           ,             ,            
 980,    16501,          0,      7132,           ,             ,            
 981,    16498,          0,      7007,           ,             ,            
 982,    16521,          0,      6801,           ,             ,            
 983,    16543,          0,      6827,           ,             ,            
 984,    16554,          0,      6984,           ,             ,            
 985,    16579,          0,      6875,           ,             ,            
 986,    16591,          0,      6828,           ,             ,            
 987,    16616,          0,      6837,           ,             ,            
 988,    16637,          0,      6879,           ,             ,            
 989,    16661,          0,      6895,           ,             ,            
 990,    16700,          0,      6964,           ,             ,            
 991,    16727,          0,      6885,           ,             ,            
 992,    16708,          0,      6885,           ,             ,            
 993,    16726,          0,      6878,           ,             ,            
 994,    16743,          0,      7241,           ,             ,            
 995,    16794,          0,      7033,           ,             ,            
 996,    16797,          0,      7153,           ,             ,            
 997,    16829,          0,      6972,           ,             ,            
 998,    16848,          0,      7017,           ,             ,            
 999,    16891,          0,      6987,           ,             ,            
1000,    16912,          0,      6976,           ,             ,            
